"Ingreso","Hijos_Pequenos","Hijos_Adolescentes","Dias_Ultima_Compra","Gasto_Vinos","Gasto_Frutas","Gasto_Carnes","Gasto_Pescado","Gasto_Dulces","Gasto_Premium","Compras_Descuento","Compras_Web","Compras_Catalogo","Compras_Tienda","Visitas_Web_Mes","Acepto_Cmp3","Acepto_Cmp4","Acepto_Cmp5","Acepto_Cmp1","Acepto_Cmp2","Queja","Respuesta","Edad","Dias_Cliente","Estado_Divorciado","Estado_Casado","Estado_Soltero","Estado_En_Relacion","Estado_Viudo","Educ_Secundaria","Educ_Basica","Educ_Pregrado","Educ_Maestria","Educ_Doctorado","Gasto_Total","Gasto_Productos_Regulares","Total_Campanas_Aceptadas","Estado_Civil","Educacion"
670230,0,0,93,444,44,382,11,8,17,1,3,7,13,2,0,0,0,0,0,1,0,42,2276,0,1,0,0,0,0,0,1,0,0,906,889,0,2,3
284400,1,0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,49,2194,0,0,0,1,0,0,0,0,0,1,46,44,0,4,5
707130,0,1,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,0,54,2732,0,0,0,1,0,0,0,1,0,0,1477,1287,0,4,3
599250,0,1,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,0,65,2735,0,0,0,1,0,0,0,1,0,0,766,710,0,4,3
397220,0,1,92,32,0,5,2,0,8,2,2,0,3,5,0,0,0,0,0,0,0,67,2284,0,1,0,0,0,0,0,1,0,0,47,39,0,2,3
466100,0,0,4,288,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,0,62,2505,0,0,0,1,0,0,0,1,0,0,467,342,0,4,3
883470,0,0,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,0,59,2520,0,0,0,1,0,0,0,1,0,0,2116,1998,1,4,3
871710,0,0,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,0,39,2583,0,1,0,0,0,0,0,0,0,1,1298,1254,2,2,5
269070,1,1,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,44,2472,0,0,0,1,0,1,0,0,0,0,22,20,0,4,2
500140,1,0,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,0,52,2317,0,0,1,0,0,0,0,0,1,0,396,354,0,3,4
410140,1,0,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,0,42,2592,0,1,0,0,0,0,0,0,0,1,20,17,0,2,5
662940,0,0,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,0,55,2263,0,0,1,0,0,0,0,1,0,0,967,850,0,3,3
367150,1,0,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,0,1,49,2748,0,1,0,0,0,0,0,1,0,0,357,341,0,2,3
794560,0,0,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,0,1,64,2835,0,1,0,0,0,0,0,1,0,0,1401,1302,0,2,3
404790,1,0,95,5,0,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0,38,2475,0,0,0,1,0,0,0,1,0,0,15,15,0,4,3
753450,0,0,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,0,1,50,2671,0,0,1,0,0,0,0,0,1,0,2087,1954,1,3,4
542330,0,1,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,0,43,2669,0,1,0,0,0,0,0,1,0,0,981,839,0,2,3
241630,1,1,3,4,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,0,50,2419,0,0,1,0,0,0,0,1,0,0,17,15,0,3,3
844600,0,0,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,0,1,62,2700,0,0,0,1,0,0,0,0,0,1,523,442,4,4,5
437760,1,0,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,0,37,2216,0,0,0,1,0,0,0,1,0,0,23,20,0,4,3
716910,0,0,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,1,62,2263,0,0,1,0,0,0,0,0,0,1,1192,1149,0,3,5
858440,0,0,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,0,47,2190,0,1,0,0,0,0,0,0,0,1,1958,1920,1,2,5
391900,1,0,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,0,46,2223,0,0,1,0,0,0,0,0,0,1,133,121,0,3,5
385780,1,1,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,0,48,2531,0,0,1,0,0,0,0,0,0,1,73,70,0,3,5
572360,1,1,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,0,55,2268,0,1,0,0,0,0,0,0,0,1,121,117,0,2,5
618250,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,41,2485,0,0,1,0,0,0,0,1,0,0,424,397,0,3,3
798030,0,1,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,0,62,2186,1,0,0,0,0,0,0,1,0,0,868,835,0,1,3
809100,0,0,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,0,34,2765,0,0,1,0,0,1,0,0,0,0,756,715,0,3,2
275900,1,0,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,38,2591,0,0,0,1,0,0,0,0,1,0,12,11,0,4,4
567750,0,1,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,0,41,2702,0,1,0,0,0,0,0,1,0,0,937,902,0,2,3
838290,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,45,2423,1,0,0,0,0,0,0,1,0,0,1862,1835,3,1,3
542100,0,1,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,0,41,2564,0,1,0,0,0,1,0,0,0,0,367,322,0,2,2
339550,1,0,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,0,34,2490,0,1,0,0,0,0,0,1,0,0,443,389,0,2,3
531870,1,0,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,0,50,2405,0,0,0,1,0,0,0,1,0,0,267,257,0,4,3
300230,1,0,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,0,48,2256,0,1,0,0,0,0,0,1,0,0,61,40,0,2,3
760450,0,0,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,0,60,2385,0,0,1,0,0,0,0,0,0,1,1323,1323,1,3,5
508700,0,1,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,0,68,2169,0,1,0,0,0,0,0,0,0,1,63,61,0,2,5
153150,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,50,2489,0,1,0,0,0,1,0,0,0,0,64,47,0,2,2
654630,1,0,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,0,46,2309,0,1,0,0,0,1,0,0,0,0,562,546,1,2,2
664800,1,1,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,0,55,2188,0,1,0,0,0,0,0,1,0,0,312,306,0,2,3
767730,0,0,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0,66,2648,1,0,0,0,0,0,0,1,0,0,1156,1140,0,1,3
816980,0,0,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,1,37,2644,0,0,1,0,0,1,0,0,0,0,1104,1059,1,3,2
544660,1,1,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,47,2299,0,0,1,0,0,0,0,0,0,1,16,16,0,3,5
987770,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,60,2291,0,0,1,0,0,0,0,0,1,0,2008,1970,1,3,4
162690,1,0,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,0,36,2462,0,0,1,0,0,0,0,0,0,1,44,44,0,3,5
718190,0,1,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,0,49,2464,0,0,0,1,0,0,0,1,0,0,1574,1406,2,4,3
335690,1,0,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,1,37,2415,0,1,0,0,0,0,0,0,0,1,63,39,1,2,5
362620,0,0,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,1,37,2441,0,1,0,0,0,0,0,0,1,0,426,273,1,2,4
226340,0,0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,54,2688,0,0,0,1,0,0,1,0,0,0,96,50,0,4,1
470250,0,1,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,0,42,2449,0,1,0,0,0,1,0,0,0,0,635,606,0,2,2
705660,0,1,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,52,2425,0,0,1,0,0,0,0,1,0,0,757,736,0,3,3
316050,1,0,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,41,2743,0,1,0,0,0,0,0,0,0,1,125,119,0,2,5
520340,1,1,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,47,2567,1,0,0,0,0,0,0,0,1,0,332,259,0,1,4
485260,1,0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,41,2346,0,0,1,0,0,0,0,1,0,0,135,126,0,3,3
467340,0,1,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,66,2747,0,1,0,0,0,0,0,1,0,0,330,301,0,2,3
395520,1,1,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,1,58,2717,1,0,0,0,0,0,0,1,0,0,384,343,0,1,3
863580,1,1,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,54,2849,0,0,1,0,0,0,0,1,0,0,1722,1627,0,3,3
469310,2,1,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0,43,2225,0,0,0,1,0,0,0,1,0,0,78,62,0,4,3
165810,0,0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,35,2692,0,0,1,0,0,0,1,0,0,0,24,13,0,3,1
639980,0,0,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,68,2350,1,0,0,0,0,1,0,0,0,0,1168,1056,0,1,2
673810,0,1,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,69,2689,0,1,0,0,0,0,0,0,1,0,957,887,1,2,4
259300,1,1,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,53,2421,0,0,1,0,0,0,0,1,0,0,15,11,0,3,3
426930,1,0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,42,2181,0,1,0,0,0,0,0,1,0,0,57,41,0,2,3
856060,0,1,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,44,2753,0,0,0,1,0,0,0,1,0,0,1956,1872,1,4,3
729030,0,0,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,35,2402,0,0,1,0,0,0,0,1,0,0,2013,1974,3,3,3
496690,1,0,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,46,2195,0,0,0,1,0,1,0,0,0,0,326,297,0,4,2
367780,1,1,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,52,2852,0,1,0,0,0,0,0,0,0,1,77,73,0,2,5
856960,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,58,2581,1,0,0,0,0,0,0,0,0,1,1313,1301,0,1,5
496780,0,1,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,59,2671,0,1,0,0,0,0,0,1,0,0,315,295,0,2,3
371550,1,0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,31,2673,0,1,0,0,0,0,0,1,0,0,74,71,0,2,3
212820,1,0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,42,2208,1,0,0,0,0,1,0,0,0,0,46,26,0,1,2
334190,0,1,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,58,2475,0,0,1,0,0,0,0,0,0,1,86,68,0,3,5
632850,0,0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,75,2395,0,0,0,0,1,0,0,1,0,0,1103,969,0,5,3
212550,1,0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,46,2318,0,0,0,1,0,0,0,0,1,0,61,58,0,4,4
421620,1,0,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,39,2381,0,0,0,1,0,0,0,1,0,0,145,118,1,4,3
544500,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,64,2812,0,0,0,1,0,0,0,1,0,0,684,652,0,4,3
577440,0,1,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,66,2388,0,1,0,0,0,0,0,0,0,1,411,392,0,2,5
265760,1,0,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,34,2783,0,0,1,0,0,0,0,1,0,0,27,18,1,3,3
575130,0,0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,77,2517,0,0,0,0,1,0,0,0,0,1,1060,1030,0,5,5
681420,0,1,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,56,2828,0,0,0,1,0,0,0,1,0,0,1459,1422,0,4,3
75000,0,1,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,41,2828,0,1,0,0,0,0,0,1,0,0,18,13,0,2,3
831450,0,0,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,46,2804,0,0,0,1,0,0,0,1,0,0,1833,1719,1,4,3
541970,0,1,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,60,2246,0,1,0,0,0,0,0,0,1,0,237,224,0,2,4
230910,1,1,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,57,2191,0,0,1,0,0,0,0,0,0,1,48,46,0,3,5
460490,1,1,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,44,2502,0,1,0,0,0,0,0,1,0,0,515,496,0,2,3
567150,0,0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,46,2730,0,0,0,1,0,0,0,1,0,0,1020,1011,0,4,3
794100,0,0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,59,2190,0,1,0,0,0,0,0,1,0,0,1370,1357,0,2,3
573040,0,1,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,69,2634,0,1,0,0,0,0,0,1,0,0,1026,920,0,2,3
443750,0,1,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,55,2257,0,1,0,0,0,0,0,1,0,0,301,260,0,2,3
595940,0,1,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,55,2776,0,1,0,0,0,0,0,1,0,0,499,490,1,2,3
806850,0,0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,26,2835,0,0,0,1,0,0,0,1,0,0,1004,950,0,4,3
403440,0,1,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,46,2418,0,1,0,0,0,0,0,0,0,1,218,216,0,2,5
627100,0,1,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,48,2561,0,1,0,0,0,0,0,1,0,0,606,595,0,2,3
489850,0,1,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,52,2518,0,1,0,0,0,1,0,0,0,0,75,67,0,2,2
353220,1,2,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,52,2835,0,0,0,1,0,0,0,1,0,0,106,93,0,4,3
771420,0,0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,72,2555,0,1,0,0,0,0,0,1,0,0,990,893,0,2,3
816570,0,0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,51,2317,0,0,1,0,0,0,0,1,0,0,1097,1047,0,3,3
144210,0,0,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,46,2291,0,1,0,0,0,0,1,0,0,0,16,8,1,2,1
742140,0,0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,30,2831,0,1,0,0,0,0,0,0,0,1,1711,1678,0,2,5
667260,1,1,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,63,2327,0,1,0,0,0,0,0,0,1,0,438,391,1,2,4
237240,1,0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,41,2696,0,0,0,1,0,0,1,0,0,0,75,61,0,4,1
473530,0,1,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,60,2387,0,1,0,0,0,0,0,0,1,0,225,221,0,2,4
334440,1,1,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,68,2762,0,1,0,0,0,0,0,0,1,0,18,16,0,2,4
543860,0,1,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,39,2567,0,1,0,0,0,0,0,1,0,0,470,445,0,2,3
285100,1,1,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,39,2601,1,0,0,0,0,0,0,1,0,0,91,72,0,1,3
906380,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,29,2295,0,0,1,0,0,0,0,0,1,0,2525,2429,1,3,4
480700,0,1,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,70,2691,0,0,0,1,0,0,0,1,0,0,504,485,0,4,3
431400,0,1,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,63,2699,0,1,0,0,0,0,0,1,0,0,235,224,0,2,3
549590,0,1,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,59,2685,1,0,0,0,0,0,0,0,0,1,1232,1208,1,1,5
150560,1,1,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,62,2581,0,0,1,0,0,0,1,0,0,0,88,48,0,3,1
269540,1,0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,49,2211,0,0,1,0,0,0,0,1,0,0,17,16,0,3,3
223270,1,0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,35,2490,0,0,1,0,0,0,0,1,0,0,24,19,0,3,3
443930,1,1,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,55,2470,0,1,0,0,0,0,0,1,0,0,60,50,0,2,3
620000,0,1,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,68,2467,0,0,1,0,0,0,0,0,0,1,1020,1000,1,3,5
314970,0,1,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,58,2729,0,0,0,1,0,0,0,0,0,1,155,151,0,4,5
458940,0,2,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,46,2281,0,1,0,0,0,1,0,0,0,0,51,38,0,2,2
785790,0,0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,50,2713,1,0,0,0,0,0,0,0,1,0,1812,1713,0,1,4
673690,0,1,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,51,2748,0,0,0,0,1,0,0,0,1,0,1461,1419,2,5,4
584010,0,1,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,60,2229,1,0,0,0,0,0,0,1,0,0,96,67,0,1,3
623070,0,1,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,68,2291,0,0,1,0,0,0,0,1,0,0,160,150,0,3,3
436410,1,1,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,51,2592,0,1,0,0,0,0,0,0,1,0,139,116,0,2,4
700910,1,0,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,51,2614,0,1,0,0,0,0,0,0,1,0,1161,1150,1,2,4
780750,0,0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,48,2244,0,1,0,0,0,0,0,0,0,1,988,908,0,2,5
591840,0,1,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,59,2817,0,0,0,0,1,1,0,0,0,0,1072,1006,0,5,2
548090,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,43,2450,0,1,0,0,0,0,0,1,0,0,174,152,0,2,3
650310,0,1,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,61,2679,0,1,0,0,0,0,0,1,0,0,758,674,0,2,3
514120,0,1,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,62,2339,0,1,0,0,0,0,0,0,1,0,195,181,0,2,4
666360,0,0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,63,2475,0,0,0,1,0,0,0,0,1,0,1084,1084,0,4,4
509650,0,1,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,64,2653,0,1,0,0,0,0,0,0,1,0,685,656,1,2,4
183510,0,0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,30,2402,0,1,0,0,0,0,0,1,0,0,43,36,0,2,3
404510,0,2,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,63,2292,0,0,0,1,0,0,0,0,0,1,49,39,1,4,5
363170,0,1,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,55,2562,0,0,0,1,0,0,0,1,0,0,133,120,0,4,3
422130,0,1,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,63,2419,0,0,0,1,0,0,0,1,0,0,363,343,1,4,3
657480,0,1,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,65,2599,0,0,0,1,0,0,0,1,0,0,545,511,0,4,3
770440,0,1,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,48,2404,0,0,0,1,0,0,0,1,0,0,1065,989,1,4,3
749180,0,0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,51,2633,0,0,0,1,0,0,0,1,0,0,2047,1988,1,4,3
567210,1,1,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,48,2765,0,1,0,0,0,0,0,1,0,0,296,221,0,2,3
421600,1,1,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,45,2525,0,0,1,0,0,0,0,1,0,0,140,120,0,3,3
615590,0,1,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,55,2506,0,0,1,0,0,0,0,1,0,0,530,496,0,3,3
336290,1,1,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,57,2849,0,0,0,1,0,0,0,0,0,1,152,148,0,4,5
343770,0,1,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,57,2685,0,0,1,0,0,0,0,1,0,0,114,88,0,3,3
89400,1,0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,34,2835,0,0,1,0,0,0,1,0,0,0,101,59,0,3,1
262280,1,0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,47,2439,0,1,0,0,0,0,0,1,0,0,25,16,0,2,3
772970,0,0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,63,2678,1,0,0,0,0,1,0,0,0,0,789,748,1,1,2
402110,1,1,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,39,2493,0,1,0,0,0,0,0,1,0,0,87,62,1,2,3
334380,1,1,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,62,2439,0,0,0,0,1,0,0,0,0,1,90,84,0,5,5
750320,0,1,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,61,2586,0,1,0,0,0,0,0,0,0,1,1215,1203,0,2,5
612840,0,0,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,65,2419,0,0,1,0,0,0,0,0,0,1,811,766,1,3,5
225180,1,0,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,34,2774,0,1,0,0,0,0,0,1,0,0,61,34,1,2,3
547300,0,1,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,45,2477,0,1,0,0,0,0,0,0,1,0,405,349,0,2,4
384520,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,65,2250,0,1,0,0,0,0,0,0,1,0,72,70,0,2,4
444210,1,1,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,49,2658,1,0,0,0,0,0,0,1,0,0,189,182,0,1,3
381970,1,0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,34,2524,0,0,0,1,0,0,0,0,0,1,40,37,0,4,5
419860,0,1,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,42,2299,1,0,0,0,0,0,0,1,0,0,63,51,0,1,3
284270,1,0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,37,2624,0,0,0,1,0,0,0,1,0,0,52,46,0,4,3
373950,1,0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,44,2217,0,0,0,1,0,0,0,0,0,1,39,28,0,4,5
647220,1,0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,49,2193,0,1,0,0,0,0,0,1,0,0,805,790,0,2,3
552490,0,1,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,64,2232,0,0,0,1,0,0,0,0,1,0,130,119,0,4,4
734500,0,0,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,48,2427,0,0,0,1,0,0,0,1,0,0,1631,1555,3,4,3
442130,1,1,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,68,2371,0,0,1,0,0,0,0,1,0,0,152,145,0,3,3
257070,1,0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,36,2321,0,0,1,0,0,0,1,0,0,0,21,18,0,3,1
590620,2,1,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,53,2428,0,1,0,0,0,0,0,0,0,1,71,62,0,2,5
766240,0,1,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,58,2195,0,0,1,0,0,0,0,1,0,0,899,833,1,3,3
660000,0,0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,73,2229,0,0,0,1,0,0,0,0,1,0,711,666,0,4,4
276830,1,0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,42,2853,0,0,0,1,0,0,0,0,0,1,351,306,0,4,5
17300,0,0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,49,2201,1,0,0,0,0,0,0,1,0,0,8,7,0,1,3
75000,1,0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,28,2732,0,0,1,0,0,0,1,0,0,0,119,79,0,3,1
405210,1,1,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,52,2609,0,0,0,1,0,0,0,1,0,0,21,17,0,4,3
204270,1,0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,47,2256,0,0,0,1,0,0,0,0,0,1,10,9,0,4,5
